Rut Compañía;Compañía;Tipo;N° Patente;Marca;Modelo;Año;Color;Tipo de Siniestro/Perdida;Estado;Tipo operación;Fecha Operación;Monto Percibido M$
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HLWZ 90;PEUGEOT;301;2016;NEGRO ONYX;2;3;2;09-11-2016;1600
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HPFS 31;HYUNDAI;I30 GD GLS 1.6;2016;BLANCO;2;3;1;24-11-2016;4629
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;HSBB 68;MAZDA ;5 V 2.0 AUT ;2016;PLATEADO ;2;3;1;23-11-2016;4600
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;HSCP 38;FORD ;RANGER XLT 3.2 ;2016;BLANCO ;2;3;1;28-11-2016;9200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;HSKC 54;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;ROJO;2;3;1;07-11-2016;5500
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HSZJ 92;CITROEN;C4 CACTUS HDI 1.6;2016;GRIS ALUMINIUM;2;3;1;29-09-2016;6800
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;HTPS 62;KIA;SPORTAGE;2016;ROJO FUEGO;2;3;2;15-11-2016;9500
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;HTRW 39;KIA;FRONTIER;2016;AZUL;2;3;2;04-11-2016;5250
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HVDT 83;SUZUKI;SWIFT GLS 1.2;2016;NEGRO;1;1;1;24-11-2016;993
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;3;HVJW 59;HINO;FS 3342 RETARDER;2016;ROJO;2;3;1;07-11-2016;20000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HVPT 78;MAZDA ;ALL NEW 2 SPORT HB 1.5 ;2016;PLATEADO PLATA ;2;3;1;17-11-2016;3100
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;HWLV 95;JAC;S3 1.5;2016;ROJO;2;3;1;28-11-2016;1300
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;HWTW 11;CHEVROLET;ORLANDO LS 2.0;2016;CAFE;2;3;1;24-11-2016;5638
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HXKJ 59;HYUNDAI;ACCENT;2016;BLANCO;2;3;2;19-11-2016;2940
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;HYLS 65;FAW;T80 1.5;2016;BLANCO;2;3;1;14-11-2016;750
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;HYPG 37;MAHINDRA ;XUV500 FL CRDE 2.2 ;2016;PLATEADO PLATA LUNA ;2;3;1;09-11-2016;5200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;NW 4715;KIA MOTORS;NEW CERATO EX 1.6;2007;PLATEADO PLATA CLARO;2;3;1;14-11-2016;2100
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;NW 8218;KIA MOTORS ;RIO JB EX 1.4 ;2007;PLATEADO PLATA CLARO;2;3;1;17-11-2016;700
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;RC 7537;BMW ;328 I 2.8 ;1997;GRIS METALICO ;2;3;1;09-11-2016;2800
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;UH 4499;FORD;EXPLORER XLT;2001;AZUL METALICO;1;1;2;07-11-2016;540
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;WE 2866;FORD ;FOCUS LX 1.6 ;2007;PLATEADO ;1;1;1;17-11-2016;600
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;WX 8407;KIA MOTORS ;MORNING EX 1.1 ;2007;PLATEADO PLATA LIQUI;2;3;1;17-11-2016;1800
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;WZ 7494;MERCEDES BENZ;L 1634 51;2007;BLANCO;2;3;2;16-11-2016;6000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;XG 3601;TOYOTA;COROLLA XLI 1.6 AUT;2004;PLATEADO PLATA METAL;2;3;1;24-11-2016;1614
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;XR 5844;TOYOTA;YARIS XLI 1.5;2004;BLANCO;2;3;1;14-11-2016;1450
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;XW 1902;TOYOTA;HILUX;2007;CAFÉ GRISACEO METAL;1;1;2;08-11-2016;800
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;XY 2084;TOYOTA;COROLLA XLI 1.6;2004;BLANCO;2;3;1;21-11-2016;1100
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;YJ 8540;CHEVROLET;AVEO;2005;ROJO ACTIVE;2;3;2;23-11-2016;510
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;YN 6619;TOYOTA;YARIS;2005;PLATEADO MICA MET;2;3;2;28-11-2016;1416
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;YS 9238;FORD;FIESTA;2005;PLATEADO METALIZADO;1;1;2;08-11-2016;336
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;YT 7914;MAZDA;3 1.6 AUT;2005;BEIGE METALICO;2;3;1;14-11-2016;1850
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;YX 6344;KIA MOTORS;RIO II RS 1.5;2005;BEIGE ARENA;2;3;1;07-11-2016;1000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;ZN 8250;FIAT;SIENA;2006;GRIS ESCANDIUM;2;3;2;03-11-2016;1171
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;ZN 9905;HONDA;CR V LX 2.4 AUT;2007;CELESTE;2;3;1;21-11-2016;2450
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;ZU 2088;FORD ;ECOSPORT XLS ;2006;PLATEADO ;2;3;1;28-11-2016;2000
99037000-1;CHILENA CONSOLIDADA;1;BDHW 48;CHEVROLET ;AVEO LS 1.4 ;2008;PLATEADO POLY ;2;3;1;28-11-2016;1800
99037000-1;CHILENA CONSOLIDADA;7;BDRS 20;DODGE;CALIBER SXT 2.0;2008;ROJO BURDEO;2;3;1;22-11-2016;3000
99037000-1;CHILENA CONSOLIDADA;1;BDVJ 86;SUZUKI ;SX4 GLX 1.6 ;2008;NEGRO ;2;3;1;17-11-2016;2030
99037000-1;CHILENA CONSOLIDADA;7;BGRF 38;MITSUBISHI ;MONTERO S 4X4 2.5 AUT ;2008;BEIGE ARENA ;2;3;1;09-11-2016;2575
99037000-1;CHILENA CONSOLIDADA;7;BHHS 24;CHRYSLER ;PACIFICA TOURING 4.0 AUT ;2008;PLATEADO PLATA ;1;1;1;17-11-2016;700
99037000-1;CHILENA CONSOLIDADA;1;BHWL 41;SUZUKI;SX4 GLX 1.6;2008;GRIS PERLA;2;3;1;29-11-2016;1854
99037000-1;CHILENA CONSOLIDADA;1;BKYC 41;VOLKSWAGEN;BORA TRENDLINE 2.0;2008;PLATEADO PLATA METAL;2;3;1;08-11-2016;2200
99037000-1;CHILENA CONSOLIDADA;1;BPPP 12;VOLKSWAGEN;GOLF A4 2.0;2008;GRIS URBANO;2;3;1;15-11-2016;1751
99037000-1;CHILENA CONSOLIDADA;2;BRBP 71;TOYOTA;HILUX 4X4 2.5;2008;BLANCO;2;3;1;29-11-2016;3654
99037000-1;CHILENA CONSOLIDADA;1;BRVG 88;PEUGEOT ;206 XLINE 1.6 AUT ;2008;ROJO LUCIFER ;2;3;1;17-11-2016;2400
99037000-1;CHILENA CONSOLIDADA;1;BVLJ 27;TOYOTA ;NEW COROLLA GLI 1.6 ;2009;GRIS OSCURO METALICO;2;3;1;17-11-2016;2800
99037000-1;CHILENA CONSOLIDADA;2;BZPD 71;MAHINDRA ;XL DCAB 2.6 ;2009;BLANCO ;2;3;1;28-11-2016;1648
99037000-1;CHILENA CONSOLIDADA;1;CBCW 13;SUZUKI;CELERIO 1.0;2009;NEGRO;2;3;1;15-11-2016;1370,25
99037000-1;CHILENA CONSOLIDADA;7;CCYP 60;NISSAN;X TRAIL S 4X4 2.5 AUT;2009;PLATEADO METALICO;2;3;1;08-11-2016;3150
99037000-1;CHILENA CONSOLIDADA;7;CDJV 99;NISSAN;XTRAIL AT;2010;NEGRO;2;3;1;29-11-2016;2369
99037000-1;CHILENA CONSOLIDADA;1;CFBG 73;MITSUBISHI;LANCER GLX 1.6;2010;PLATEADO;2;3;1;22-11-2016;2450
99037000-1;CHILENA CONSOLIDADA;1;CJZK 28;KIA MOTORS ;KOUP EX 1.6 ;2010;PLATEADO BRILLANTE ;1;1;1;13-10-2016;400
99037000-1;CHILENA CONSOLIDADA;1;CKWL 38;PEUGEOT ;308 CONFORT PACK HDI 1.6 ;2010;GRIS VAPOR ;2;3;1;28-11-2016;2781
99037000-1;CHILENA CONSOLIDADA;1;CLBD 94;DODGE;CALIBER;2010;NEGRO METALICO;2;3;1;23-11-2016;2800
99037000-1;CHILENA CONSOLIDADA;7;CLRY 71;MITSUBISHI;N MONTERO 4X4 3.8 AUT;2010;NEGRO;2;3;1;08-11-2016;5356
99037000-1;CHILENA CONSOLIDADA;7;CRFG 40;SUZUKI;GRAND NOMADE GLX SPORT 4X4;2010;GRIS OSCURO;2;3;1;22-11-2016;3300
99037000-1;CHILENA CONSOLIDADA;1;CTBF 70;SUZUKI ;SX4 1.6 ;2011;NEGRO ;2;3;1;23-11-2016;2233
99037000-1;CHILENA CONSOLIDADA;1;CTCP 91;SUZUKI;SX4 GLX 1.6;2011;GRIS PERLA;2;3;1;22-11-2016;2850
99037000-1;CHILENA CONSOLIDADA;2;CWGV 52;CHEVROLET;COLORADO II 2.9 AT;2011;BLANCO;2;3;1;15-11-2016;3146,5
99037000-1;CHILENA CONSOLIDADA;7;CYLK 17;TOYOTA;NEW RAV4 2.4;2011;DORADO BRONCE MICA M;2;3;1;22-11-2016;4100
99037000-1;CHILENA CONSOLIDADA;2;CZJP 56;NISSAN ;NAVARA DCAB LE 2.5 ;2011;BLANCO ;1;1;1;09-11-2016;2000
99037000-1;CHILENA CONSOLIDADA;1;CZPH 64;VOLKSWAGEN ;GOL G5 POWER ;2011;BLANCO BRILLANTE ;2;3;1;09-11-2016;2000
99037000-1;CHILENA CONSOLIDADA;7;DBBT 80;PEUGEOT;308 PREMIUM 1.6 AUT;2011;BLANCO BANQUISE;2;3;1;15-11-2016;2700
99037000-1;CHILENA CONSOLIDADA;1;DBXB 44;CITROEN ;DS3 N3 1.6 ;2011;NEGRO BLANCO ;2;3;1;23-11-2016;2781
99037000-1;CHILENA CONSOLIDADA;7;DCFX 44;CHEVROLET;CAPTIVA LS 2.0;2011;PLATEADO PLATA METAL;2;3;1;03-11-2016;5450
99037000-1;CHILENA CONSOLIDADA;1;DDXK 22;CITROEN ;C3 SX 1.4 ;2011;BLANCO ;2;3;1;28-11-2016;2200
99037000-1;CHILENA CONSOLIDADA;1;DHPS 40;TOYOTA;COROLLA XLI 1.6;2012;BLANCO;2;3;1;22-11-2016;2678
99037000-1;CHILENA CONSOLIDADA;1;DKYL 72;TOYOTA;NEW YARIS SPORT XLI 1.3;2012;BLANCO PERLADO;2;3;1;29-11-2016;3500
99037000-1;CHILENA CONSOLIDADA;7;DSBW 13;KIA MOTORS;SORENTO FULL 4X4 2.4 AUT;2012;BLANCO INVIERNO;2;3;1;22-11-2016;5900
99037000-1;CHILENA CONSOLIDADA;7;DVSR 53;MAZDA ;CX 7 R 2.5 AT ;2012;BLANCO MICA ;2;3;1;09-11-2016;3605
99037000-1;CHILENA CONSOLIDADA;1;DWLT 55;HYUNDAI;I30;2012;GRIS GRAFITO;2;3;1;09-11-2016;3000
99037000-1;CHILENA CONSOLIDADA;1;DXCV 22;HYUNDAI;ACCENT RB GL 1.4;2012;ROJO BURDEO;2;3;1;08-11-2016;2450
99037000-1;CHILENA CONSOLIDADA;1;DXHP 10;HONDA;CIVIC COUPE SI 2.4;2012;GRIS GRAFITO;2;3;1;08-11-2016;6200
99037000-1;CHILENA CONSOLIDADA;1;DXPS 80;PEUGEOT ;207 COMPACT X LINE 1.4 ;2012;GRIS ALUMINIUM ;1;1;1;13-10-2016;800
99037000-1;CHILENA CONSOLIDADA;1;DXXT 99;FORD;FIESTA TITANIUM 1.6;2013;GRIS PLATA;2;3;1;29-11-2016;2943,5
99037000-1;CHILENA CONSOLIDADA;1;DYYZ 85;PEUGEOT;PARTNER;2013;BLANCO BANQUISE;2;3;1;09-11-2016;2100
99037000-1;CHILENA CONSOLIDADA;1;DZYB 95;CHEVROLET;SAIL 1.4;2012;AZUL METALICO;2;3;1;03-11-2016;1596,5
99037000-1;CHILENA CONSOLIDADA;7;FCBG 73;JEEP;COMPASS SPORT 4X4 2.4;2013;NEGRO;2;3;1;08-11-2016;3914
99037000-1;CHILENA CONSOLIDADA;1;FGZV 55;JEEP;COMPASS;2013;BLANCO;2;3;1;23-11-2016;1210
99037000-1;CHILENA CONSOLIDADA;7;FHBG 35;RENAULT;KOLEOS DYNAMIQUE 4X4 2.5;2012;GRIS GRAFITO;2;3;1;29-11-2016;3450,5
99037000-1;CHILENA CONSOLIDADA;7;FHFV 40;KIA MOTORS;SPORTAGE LX 4X4 2.0 AUT;2013;NEGRO METALICO;2;3;1;08-11-2016;5000
99037000-1;CHILENA CONSOLIDADA;1;FJGZ 82;HYUNDAI;ACCENT RB GL 1.4;2013;BLANCO;2;3;1;08-11-2016;3650
99037000-1;CHILENA CONSOLIDADA;1;FJYR 62;HYUNDAI ;ACCENT RB GL 1.4 ;2013;BLANCO ;2;3;1;23-11-2016;2400
99037000-1;CHILENA CONSOLIDADA;1;FKJB 46;TOYOTA;COROLLA;2013;GRIS OSCURO METALICO;2;3;1;09-11-2016;2110
99037000-1;CHILENA CONSOLIDADA;7;FKLB 20;HYUNDAI;SANTA FE GLS 4WD 2.2 AT;2013;PLATEADO;2;3;1;03-11-2016;8323
99037000-1;CHILENA CONSOLIDADA;3;FKRS 12;MERCEDES BENZ ;ACTROS 2636 ;2013;BLANCO ;2;3;1;03-11-2016;12000
99037000-1;CHILENA CONSOLIDADA;1;FLGG 46;VOLKSWAGEN;GOL;2013;NEGRO NINJA;2;3;1;09-11-2016;2000
99037000-1;CHILENA CONSOLIDADA;1;FLTK 43;HYUNDAI;ACCENT GL 1.6 AT;2013;CELESTE;2;3;1;15-11-2016;2650
99037000-1;CHILENA CONSOLIDADA;1;FPLV 18;NISSAN ;VERSA SENCE 1.6 ;2013;PLATEADO PLATA ;2;3;1;09-11-2016;3200
99037000-1;CHILENA CONSOLIDADA;1;FRRB 73;MAZDA;6 2.0 AUT;2013;GRIS GRAFITO;2;3;1;15-11-2016;3296
99037000-1;CHILENA CONSOLIDADA;1;FSHJ 85;NISSAN;TIIDA;2013;BLANCO;2;3;1;09-11-2016;2300
99037000-1;CHILENA CONSOLIDADA;1;FSKG 68;SUZUKI ;SX4 GLX SPORT 1.6 ;2013;BLANCO PERLA ;2;3;1;17-11-2016;2575
99037000-1;CHILENA CONSOLIDADA;1;FSYS 66;HYUNDAI;NEW TUCSON;2013;PLATEADO;2;3;1;09-11-2016;4900
99037000-1;CHILENA CONSOLIDADA;1;FSZX 85;KIA MOTORS;CERATO SX 1.6;2013;PLATEADO PLATA BRILL;2;3;1;29-11-2016;3950
99037000-1;CHILENA CONSOLIDADA;7;FTDJ 91;MACK;CXU 613;2013;NEGRO;2;3;1;22-11-2016;10300
99037000-1;CHILENA CONSOLIDADA;1;FTHF 10;KIA MOTORS ;MORNING EX 1.2 ;2013;NEGRO GALAXIA ;2;3;1;23-11-2016;1827
99037000-1;CHILENA CONSOLIDADA;1;FTZJ 60;VOLKSWAGEN;GOL TRENDLINE;2013;BLANCO CANDY;2;3;1;22-11-2016;2537,5
99037000-1;CHILENA CONSOLIDADA;1;FVGV 68;KIA MOTORS ;RIO 4 UB EX 1.4 ;2013;BLANCO INVIERNO ;2;3;1;09-11-2016;2369
99037000-1;CHILENA CONSOLIDADA;1;FVWR 97;CHEVROLET;SONIC II 1.6;2013;BLANCO;2;3;1;08-11-2016;1854
99037000-1;CHILENA CONSOLIDADA;1;FVZW 56;SUZUKI;SX4;2013;NEGRO;2;3;1;23-11-2016;2500
99037000-1;CHILENA CONSOLIDADA;1;FXFL 53;CITROEN;C ELYSEE 1.6;2013;BLANCO;2;3;1;08-11-2016;3100
99037000-1;CHILENA CONSOLIDADA;7;FXKZ 10;SSANGYONG;STAVIC 2.0 AT;2013;PLATEADO;2;3;1;22-11-2016;6400
99037000-1;CHILENA CONSOLIDADA;1;FYTB 84;TOYOTA;COROLLA;2013;BLANCO;2;3;1;09-11-2016;3500
99037000-1;CHILENA CONSOLIDADA;1;FZGT 29;TOYOTA ;YARIS SEDAN XLI 1.5 ;2014;GRIS METALICO ;2;3;1;17-11-2016;3600
99037000-1;CHILENA CONSOLIDADA;2;GBTL 19;MAHINDRA ;PIK UP 2.2 ;2014;NEGRO ;2;3;1;23-11-2016;3090
99037000-1;CHILENA CONSOLIDADA;2;GCHW 37;SSANGYONG ;NEW ACTYON SPORT 2.0 ;2014;PLATEADO ;2;3;1;23-11-2016;3200
99037000-1;CHILENA CONSOLIDADA;2;GDJK 37;SSANGYONG ;NEW ACTYON SPORT 2.0 ;2014;ROJO GUINDA ;2;3;1;28-11-2016;4532
99037000-1;CHILENA CONSOLIDADA;1;GDKK 36;TOYOTA;RAV 4;2014;BLANCO PERLADO;2;3;1;09-11-2016;4400
99037000-1;CHILENA CONSOLIDADA;1;GFZV 33;TOYOTA;YARIS SPORT XLI 1.3;2014;BLANCO PERLADO;2;3;1;08-11-2016;2700
99037000-1;CHILENA CONSOLIDADA;1;GGCV 54;VOLKSWAGEN;TIGUAN FL HIGHLINE;2014;PLATEADO HOJA DE PLA;2;3;1;23-11-2016;4000
99037000-1;CHILENA CONSOLIDADA;7;GGJJ 61;TOYOTA;RAV4 2.5 AUT;2014;PLATEADO SILVER META;2;3;1;15-11-2016;6000
99037000-1;CHILENA CONSOLIDADA;1;GHPR 17;VOLKSWAGEN ;BORA TRENDLINE SKY 2.0 ;2014;BLANCO CANDY ;2;3;1;23-11-2016;3800
99037000-1;CHILENA CONSOLIDADA;7;GJBP 92;KIA MOTORS;SORENTO EX 2.2;2014;BLANCO SNOW;2;3;1;08-11-2016;8200
99037000-1;CHILENA CONSOLIDADA;1;GJFZ 26;PEUGEOT;308;2014;GRIS ARTENSE;2;3;1;09-11-2016;2300
99037000-1;CHILENA CONSOLIDADA;7;GJRZ 13;VOLVO;XC60T6 PLUS;2014;NEGRO ZAFIRO METAL;2;3;1;15-11-2016;8137
99037000-1;CHILENA CONSOLIDADA;1;GLSR 84;MITSUBISHI;MIRAGE;2014;GRIS PLATA;2;3;1;09-11-2016;2290
99037000-1;CHILENA CONSOLIDADA;1;GLYY 22;TOYOTA;YARIS XLI 1.5 AUT;2014;GRIS METALICO;2;3;1;29-11-2016;3250
99037000-1;CHILENA CONSOLIDADA;3;GPDP 73;MITSUBISHI FUSO;CANTER 7.5;2014;BLANCO;2;3;1;08-11-2016;4944
99037000-1;CHILENA CONSOLIDADA;1;GPSS 15;CHEVROLET;SPARK;2014;GRIS TITANIO;2;3;1;09-11-2016;2300
99037000-1;CHILENA CONSOLIDADA;1;GSGW 58;CHEVROLET ;SPARK LITE 1.0 ;2014;BLANCO ;2;3;1;09-11-2016;1800
99037000-1;CHILENA CONSOLIDADA;2;GSKF 23;SSANGYONG;ACTYON SPORT 2.0;2014;NEGRO;2;3;1;03-11-2016;4326
99037000-1;CHILENA CONSOLIDADA;1;GSKZ 81;SUZUKI;ALTO GL HB 800CC;2015;AZUL PERLADO;2;3;1;22-11-2016;1370,25
99037000-1;CHILENA CONSOLIDADA;1;GTWL 22;GREAT WALL;VOLEEX C20 1.5;2014;ROJO MAPLE;2;3;1;08-11-2016;1905,5
99037000-1;CHILENA CONSOLIDADA;7;GTZZ 14;CHEVROLET ;CAPTIVA LT FULL  AWD 2.4 AT ;2014;GRIS GRANITO METALIC;1;1;1;17-11-2016;2000
99037000-1;CHILENA CONSOLIDADA;2;GVPR 40;HYUNDAI;PORTER HR STD;2014;BLANCO;2;3;1;03-11-2016;6300
99037000-1;CHILENA CONSOLIDADA;2;GWBT 28;ZX ;GRAND TIGER ;2014;BLANCO SPICA ;2;3;1;17-11-2016;2500
99037000-1;CHILENA CONSOLIDADA;7;GXFV 21;JEEP;GRAND CHEROKEE LTD 4X4 3.6;2015;GRIS GRAFITO METALIC;2;3;1;22-11-2016;10000
99037000-1;CHILENA CONSOLIDADA;1;GXJY 54;MAZDA;CX 5;2015;BLANCO MICA;2;3;1;23-11-2016;8700
99037000-1;CHILENA CONSOLIDADA;1;GXTX 72;CHEVROLET ;SAIL NB 1.4 ;2015;BLANCO ;2;3;1;09-11-2016;2131,5
99037000-1;CHILENA CONSOLIDADA;2;GYZJ 30;DODGE;NEW RAM 2500 LARAMIE 6.7;2015;NEGRO;2;3;1;29-11-2016;18100
99037000-1;CHILENA CONSOLIDADA;1;GZCS 71;HYUNDAI;I 10 BA GLS 1.2;2015;ROJO BURDEO;2;3;1;29-11-2016;2950
99037000-1;CHILENA CONSOLIDADA;2;GZCY 52;SSANGYONG ;ACTYON SPORT 2.0 ;2015;NEGRO ;2;3;1;23-11-2016;5887
99037000-1;CHILENA CONSOLIDADA;1;GZFD 38;CHEVROLET ;SAIL LT 1.4 ;2015;GRIS PIEDRA ;2;3;1;28-11-2016;2600
99037000-1;CHILENA CONSOLIDADA;1;GZWD 16;PEUGEOT;208;2014;NEGRO PERLA NEGRA;2;3;1;23-11-2016;6400
99037000-1;CHILENA CONSOLIDADA;1;HBGB 59;KIA MOTORS ;MORNING EX 1.2 ;2015;BLANCO INVIERNO ;2;3;1;03-11-2016;1957
99037000-1;CHILENA CONSOLIDADA;1;HBGY 51;HYUNDAI ;EON GL 800 CC ;2015;GRIS ;1;1;1;20-10-2016;550
99037000-1;CHILENA CONSOLIDADA;1;HBHB 11;HYUNDAI;ACCENT RB GL 1.4;2015;GRIS GRAFITO;2;3;1;15-11-2016;3800
99037000-1;CHILENA CONSOLIDADA;1;HBJW 93;VOLKSWAGEN ;GOLF HB 1.6 ;2015;AZUL SILK ;2;3;1;09-11-2016;3502
99037000-1;CHILENA CONSOLIDADA;1;HBLR 85;NISSAN;QASHQAI;2015;PLATEADO PLATA;2;3;1;09-11-2016;3110
99037000-1;CHILENA CONSOLIDADA;1;HCCW 11;RENAULT;FLUENCE PRIVILEGE 2.0 AUT;2015;GRIS HOLOGRAMA;2;3;1;29-11-2016;2420,5
99037000-1;CHILENA CONSOLIDADA;1;HCHS 11;CHEVROLET;SPARK LITE 1.0;2015;NEGRO;2;3;1;15-11-2016;1236
99037000-1;CHILENA CONSOLIDADA;7;HDXB 24;SUZUKI;S CROSS GLX 4X4 1.6 AUT;2015;GRIS AMATISTA;2;3;1;15-11-2016;4950
99037000-1;CHILENA CONSOLIDADA;7;HDYZ 88;TOYOTA ;RAV4 2.5 AUT ;2015;PLATEADO METALICO ;1;1;1;17-11-2016;1200
99037000-1;CHILENA CONSOLIDADA;1;HFPK 17;SUBARU ;NEW WRX S AWD 2.0T AUT ;2015;GRIS OSCURO METALICO;1;1;1;09-11-2016;20
99037000-1;CHILENA CONSOLIDADA;1;HHTR 37;PEUGEOT ;208 ALLURE VTI 1.6 AT ;2015;BLANCO BANQUISE ;2;3;1;23-11-2016;3857
99037000-1;CHILENA CONSOLIDADA;1;HJBH 51;MITSUBISHI;LANCER 1.6;2015;BLANCO;2;3;1;15-11-2016;3605
99037000-1;CHILENA CONSOLIDADA;1;HKHZ 13;SUZUKI ;SWIFT GLX 1.2 ;2015;AZUL METALICO ;2;3;1;28-11-2016;3451
99037000-1;CHILENA CONSOLIDADA;1;HKPL 63;BMW;120I LCI 1.6 AUT;2016;AZUL;2;3;1;15-11-2016;10100
99037000-1;CHILENA CONSOLIDADA;1;HLDJ 92;FIAT;LINEA ELX 1.4;2015;BLANCO BANCHISA;2;3;1;29-11-2016;3200
99037000-1;CHILENA CONSOLIDADA;1;HLHX 88;AUDI ;S6 TFSI 4.0 AUT ;2016;GRIS TORNADO ;2;3;1;23-11-2016;17510
99037000-1;CHILENA CONSOLIDADA;1;HLTG 15;FIAT;LINEA ACTIVE 1.4;2016;ROJO BURDEO;2;3;1;22-11-2016;1957
99037000-1;CHILENA CONSOLIDADA;2;HSGC 22;MAHINDRA;NEW PIK UP 4X4 2.2;2014;BLANCO;2;3;1;29-11-2016;2420,5
99037000-1;CHILENA CONSOLIDADA;2;HSHH 28;TOYOTA ;HILUX 4X4 2.5 ;2016;ROJO SUPER ;2;3;1;09-11-2016;5974
99037000-1;CHILENA CONSOLIDADA;1;HTDJ 24;MERCEDES BENZ;GLA 220;2016;GRIS;2;3;1;23-11-2016;5000
99037000-1;CHILENA CONSOLIDADA;1;HVYG 15;HYUNDAI;ELANTRA;2016;GRIS;2;3;1;23-11-2016;4500
99037000-1;CHILENA CONSOLIDADA;1;UZ 7948;AUDI ;A4 2.0 MULTITRONIC ;2002;GRIS DELFIN ;2;3;1;28-11-2016;2200
99037000-1;CHILENA CONSOLIDADA;1;VL 8536;SUZUKI;GRAND VITARA;2003;BLANCO;2;3;1;09-11-2016;1700
99037000-1;CHILENA CONSOLIDADA;1;WB 7183;KIA MOTORS ;RIO JB LX 1.4 ;2006;BLANCO INVIERNO ;2;3;1;23-11-2016;2400
99037000-1;CHILENA CONSOLIDADA;1;WG 3081;TOYOTA;NEW YARIS XLI 1.5;2007;ROJO MICA METALICO;2;3;1;08-11-2016;2350
99037000-1;CHILENA CONSOLIDADA;1;WU 1975;VOLKSWAGEN;GOLF;2007;GRIS URBANO;2;3;1;09-11-2016;1210
99037000-1;CHILENA CONSOLIDADA;7;WY 3631;SUBARU;FORESTER 2.0 AUT;2007;VERDE METALICO;2;3;1;08-11-2016;2283,75
99037000-1;CHILENA CONSOLIDADA;1;WY 5195;TOYOTA;YARIS;2007;PLATEADO SILVER MICA;2;3;1;09-11-2016;2200
99037000-1;CHILENA CONSOLIDADA;7;XH 4382;SUBARU;IMPREZA 2.5I AWD AT;2004;BLANCO;2;3;1;15-11-2016;1339
99037000-1;CHILENA CONSOLIDADA;1;YR 8698;AUDI ;A4 1.8 MULTITRONIC ;2005;GRIS DELFIN ;2;3;1;09-11-2016;2639
99037000-1;CHILENA CONSOLIDADA;1;ZY 2545;SUBARU;NEW IMPREZA;2006;AZUL MICA;2;3;1;09-11-2016;3200
99061000-2;LIBERTY SEGUROS GENERALES;1;BGYL 74;TOYOTA;YARIS XLI 1.5;2008;PLATEADO SILVER MICA;1;1;1;23-11-2016;1079,51
99061000-2;LIBERTY SEGUROS GENERALES;7;BHPS 28;BMW;X5 4.8 AUT;2008;GRIS PLATA METALICO;2;3;1;23-11-2016;5922
99061000-2;LIBERTY SEGUROS GENERALES;1;BHWX 32;HYUNDAI;GETZ FL GL 1.5;2008;GRIS GRAFITO;2;3;1;23-11-2016;1974
99061000-2;LIBERTY SEGUROS GENERALES;1;BPRT 24;HONDA;CIVIC LXS 1.8 AUT;2008;BEIGE;2;3;1;23-11-2016;2773
99061000-2;LIBERTY SEGUROS GENERALES;1;BSKK 77;MAZDA;2 1.5;2008;GRIS OSCURO;2;3;1;23-11-2016;2068
99061000-2;LIBERTY SEGUROS GENERALES;2;BSPZ 54;CHEVROLET;MONTANA RC 1.8;2009;BLANCO MAHLER;2;3;1;23-11-2016;1422,3
